,image,image_participant_id,setting,group,estimated_height_cm,estimated_weight_kg,height_cm,weight_kg
1267,729251,3700,2,4,177.8,73.71,176.4,78.7
1268,205884,6076,1,2,174.31,80.76,182.0,120.25
1269,205884,6076,1,3,175.0,90.8,182.0,120.25
1270,205884,6076,1,4,182.88,77.11,182.0,120.25
1271,219137,6076,1,2,174.23,80.69,182.0,120.25
1272,219137,6076,1,3,175.0,90.8,182.0,120.25
1273,219137,6076,1,4,180.98,86.18,182.0,120.25
1274,612576,6076,1,1,187.96,103.42,182.0,120.25
1275,612576,6076,1,2,172.28,81.6,182.0,120.25
1276,612576,6076,1,3,175.0,90.8,182.0,120.25
1277,612576,6076,1,4,177.8,85.05,182.0,120.25
1278,365695,6076,1,2,169.95,85.27,182.0,120.25
1279,365695,6076,1,3,175.0,90.8,182.0,120.25
1280,365695,6076,1,4,181.61,88.45,182.0,120.25
1281,163421,6076,1,2,174.78,80.75,182.0,120.25
1282,163421,6076,1,3,175.0,90.8,182.0,120.25
1283,163421,6076,1,4,172.72,82.78,182.0,120.25
1284,601929,6076,3,3,175.0,90.8,182.0,120.25
1285,601929,6076,3,4,172.72,80.51,182.0,120.25
1288,196974,6076,2,2,157.82,82.19,182.0,120.25
1289,196974,6076,2,3,175.0,90.8,182.0,120.25
1290,873934,6076,2,2,162.4,81.83,182.0,120.25
1291,873934,6076,2,3,175.0,90.8,182.0,120.25
1292,873934,6076,2,4,172.72,83.91,182.0,120.25
1293,771616,6076,2,2,158.83,81.62,182.0,120.25
1294,771616,6076,2,3,175.0,90.8,182.0,120.25
1295,800176,6076,2,2,156.0,96.27,182.0,120.25
1296,800176,6076,2,3,175.0,90.8,182.0,120.25
1297,908496,6076,2,2,165.95,91.93,182.0,120.25
1298,908496,6076,2,3,175.0,90.8,182.0,120.25
1299,908496,6076,2,4,167.64,69.17,182.0,120.25
1300,760969,6076,2,2,159.02,79.36,182.0,120.25
1301,760969,6076,2,3,175.0,90.8,182.0,120.25
1302,971642,6076,2,2,160.16,81.74,182.0,120.25
1303,971642,6076,2,3,175.0,90.8,182.0,120.25
1304,971642,6076,2,4,175.26,81.65,182.0,120.25
1305,635425,6076,2,2,164.28,61.66,182.0,120.25
1306,635425,6076,2,3,175.0,90.8,182.0,120.25
1307,675971,6076,2,2,163.87,85.1,182.0,120.25
1308,675971,6076,2,3,175.0,90.8,182.0,120.25
1309,823295,6076,2,2,169.81,77.38,182.0,120.25
1310,823295,6076,2,3,175.0,90.8,182.0,120.25
1311,732950,6076,2,2,163.91,75.15,182.0,120.25
1312,732950,6076,2,3,175.0,90.8,182.0,120.25
1313,732950,6076,2,4,177.8,82.55,182.0,120.25
1314,167588,6076,2,2,160.33,79.6,182.0,120.25
1315,167588,6076,2,3,175.0,90.8,182.0,120.25
1316,557440,6076,2,2,159.32,79.86,182.0,120.25
1317,557440,6076,2,3,175.0,90.8,182.0,120.25
1318,171094,6076,2,2,162.06,73.6,182.0,120.25
1319,171094,6076,2,3,175.0,90.8,182.0,120.25
1320,171094,6076,2,4,176.53,86.18,182.0,120.25
1321,275390,5745,1,2,162.74,68.5,153.7,55.9
1322,275390,5745,1,3,161.0,78.7,153.7,55.9
1323,275390,5745,1,4,160.02,59.87,153.7,55.9
1324,980202,5745,1,2,162.74,68.43,153.7,55.9
1325,980202,5745,1,3,161.0,78.7,153.7,55.9
1326,980202,5745,1,4,160.02,55.57,153.7,55.9
1327,209072,5745,1,2,160.47,66.48,153.7,55.9
1328,209072,5745,1,3,161.0,78.7,153.7,55.9
1329,688047,5745,1,1,172.72,61.23,153.7,55.9
1330,688047,5745,1,2,163.59,74.22,153.7,55.9
1331,688047,5745,1,3,161.0,78.7,153.7,55.9
1332,688047,5745,1,4,162.56,60.1,153.7,55.9
1333,354163,5745,1,2,162.74,68.45,153.7,55.9
1334,354163,5745,1,3,161.0,78.7,153.7,55.9
1335,354163,5745,1,4,157.48,55.11,153.7,55.9
1336,542986,5745,3,3,161.0,78.7,153.7,55.9
1337,542986,5745,3,4,162.56,55.57,153.7,55.9
1340,638611,5745,2,2,157.4,63.55,153.7,55.9
1341,638611,5745,2,3,161.0,78.7,153.7,55.9
1342,494232,5745,2,2,159.62,70.14,153.7,55.9
1343,494232,5745,2,3,161.0,78.7,153.7,55.9
1344,494232,5745,2,4,165.1,66.9,153.7,55.9
1345,797311,5745,2,2,160.8,67.19,153.7,55.9
1346,797311,5745,2,3,161.0,78.7,153.7,55.9
1347,239410,5745,2,2,157.13,70.89,153.7,55.9
1348,239410,5745,2,3,161.0,78.7,153.7,55.9
1349,139034,5745,2,2,156.41,68.25,153.7,55.9
1350,139034,5745,2,3,161.0,78.7,153.7,55.9
1351,139034,5745,2,4,161.29,58.97,153.7,55.9
1352,713783,5745,2,2,162.49,72.5,153.7,55.9
1353,713783,5745,2,3,161.0,78.7,153.7,55.9
1354,726092,5745,2,2,163.05,77.35,153.7,55.9
1355,726092,5745,2,3,161.0,78.7,153.7,55.9
1356,726092,5745,2,4,167.64,58.97,153.7,55.9
1357,708225,5745,2,2,162.23,67.42,153.7,55.9
1358,708225,5745,2,3,161.0,78.7,153.7,55.9
1359,753478,5745,2,2,159.62,64.62,153.7,55.9
1360,753478,5745,2,3,161.0,78.7,153.7,55.9
1361,731021,5745,2,2,160.17,61.06,153.7,55.9
1362,731021,5745,2,3,161.0,78.7,153.7,55.9
1363,792336,5745,2,2,162.19,69.08,153.7,55.9
1364,792336,5745,2,3,161.0,78.7,153.7,55.9
1365,792336,5745,2,4,162.56,62.0,153.7,55.9
1366,264681,5745,2,2,159.74,71.65,153.7,55.9
1367,264681,5745,2,3,161.0,78.7,153.7,55.9
1368,904954,5745,2,2,160.47,67.81,153.7,55.9
1369,904954,5745,2,3,161.0,78.7,153.7,55.9
1370,915707,5745,2,2,152.88,73.93,153.7,55.9
1371,915707,5745,2,3,161.0,78.7,153.7,55.9
1372,915707,5745,2,4,167.64,63.5,153.7,55.9
1373,651212,7101,1,2,162.71,68.45,169.2,60.4
1374,651212,7101,1,3,161.0,78.7,169.2,60.4
1375,651212,7101,1,4,175.26,63.5,169.2,60.4
1376,821265,7101,1,1,162.56,47.63,169.2,60.4
1377,821265,7101,1,2,162.73,68.43,169.2,60.4
1378,821265,7101,1,3,161.0,78.7,169.2,60.4
1379,821265,7101,1,4,167.64,60.55,169.2,60.4
1380,164603,7101,1,2,163.27,66.8,169.2,60.4
1381,164603,7101,1,3,161.0,78.7,169.2,60.4
1382,164603,7101,1,4,168.91,58.97,169.2,60.4
1383,162222,7101,1,2,164.63,74.24,169.2,60.4
1384,162222,7101,1,3,161.0,78.7,169.2,60.4
1385,162222,7101,1,4,166.37,60.1,169.2,60.4
1386,369433,7101,1,2,162.1,65.77,169.2,60.4
1387,369433,7101,1,3,161.0,78.7,169.2,60.4
1388,369433,7101,1,4,167.64,64.64,169.2,60.4
1389,223912,7101,3,3,161.0,78.7,169.2,60.4
1390,223912,7101,3,4,167.64,65.32,169.2,60.4
1393,545566,7101,2,2,161.16,50.86,169.2,60.4
1394,545566,7101,2,3,161.0,78.7,169.2,60.4
1395,169507,7101,2,2,167.33,71.72,169.2,60.4
1396,169507,7101,2,3,161.0,78.7,169.2,60.4
1397,169507,7101,2,4,167.64,68.04,169.2,60.4
1398,419005,7101,2,2,166.07,58.88,169.2,60.4
1399,419005,7101,2,3,161.0,78.7,169.2,60.4
1400,476746,7101,2,2,167.97,67.37,169.2,60.4
1401,476746,7101,2,3,161.0,78.7,169.2,60.4
1402,276197,7101,2,2,163.24,57.69,169.2,60.4
1403,276197,7101,2,3,161.0,78.7,169.2,60.4
1404,276197,7101,2,4,167.64,64.64,169.2,60.4
1405,260023,7101,2,2,170.6,60.46,169.2,60.4
1406,260023,7101,2,3,161.0,78.7,169.2,60.4
1407,960569,7101,2,2,167.74,71.38,169.2,60.4
1408,960569,7101,2,3,161.0,78.7,169.2,60.4
1409,960569,7101,2,4,168.91,63.96,169.2,60.4
1410,480108,7101,2,2,160.56,50.12,169.2,60.4
1411,480108,7101,2,3,161.0,78.7,169.2,60.4
1412,579204,7101,2,2,160.63,61.27,169.2,60.4
1413,579204,7101,2,3,161.0,78.7,169.2,60.4
1414,755199,7101,2,2,162.73,44.62,169.2,60.4
1415,755199,7101,2,3,161.0,78.7,169.2,60.4
1416,479772,7101,2,2,162.12,61.78,169.2,60.4
1417,479772,7101,2,3,161.0,78.7,169.2,60.4
1418,479772,7101,2,4,172.72,57.83,169.2,60.4
1419,278879,7101,2,2,164.37,62.09,169.2,60.4
1420,278879,7101,2,3,161.0,78.7,169.2,60.4
1421,783085,7101,2,2,167.32,60.47,169.2,60.4
1422,783085,7101,2,3,161.0,78.7,169.2,60.4
1423,417577,7101,2,2,160.91,58.98,169.2,60.4
1424,417577,7101,2,3,161.0,78.7,169.2,60.4
1425,417577,7101,2,4,172.72,58.97,169.2,60.4
1426,737665,2420,1,2,162.73,68.4,163.9,57.45
1427,737665,2420,1,3,161.0,78.7,163.9,57.45
1428,737665,2420,1,4,170.18,65.77,163.9,57.45
1429,318172,2420,1,2,162.7,68.3,163.9,57.45
1430,318172,2420,1,3,161.0,78.7,163.9,57.45
1431,318172,2420,1,4,167.64,62.37,163.9,57.45
1432,766044,2420,1,2,157.58,68.26,163.9,57.45
1433,766044,2420,1,3,161.0,78.7,163.9,57.45
1434,766044,2420,1,4,165.1,63.5,163.9,57.45
1435,842562,2420,1,1,172.72,71.67,163.9,57.45
1436,842562,2420,1,2,163.71,72.84,163.9,57.45
1437,842562,2420,1,3,161.0,78.7,163.9,57.45
1438,842562,2420,1,4,167.64,63.28,163.9,57.45
1439,670642,2420,1,2,162.3,66.24,163.9,57.45
1440,670642,2420,1,3,161.0,78.7,163.9,57.45
1441,937129,2420,3,3,161.0,78.7,163.9,57.45
1442,937129,2420,3,4,167.64,63.5,163.9,57.45
1445,697860,2420,2,2,152.09,56.34,163.9,57.45
1446,697860,2420,2,3,161.0,78.7,163.9,57.45
1447,994199,2420,2,2,176.55,164.45,163.9,57.45
1448,994199,2420,2,3,161.0,78.7,163.9,57.45
1449,994199,2420,2,4,175.26,72.57,163.9,57.45
1450,374186,2420,2,2,152.33,52.73,163.9,57.45
1451,374186,2420,2,3,161.0,78.7,163.9,57.45
1452,817046,2420,2,2,156.43,59.47,163.9,57.45
1453,817046,2420,2,3,161.0,78.7,163.9,57.45
1454,255951,2420,2,2,160.53,67.6,163.9,57.45
1455,255951,2420,2,3,161.0,78.7,163.9,57.45
1456,255951,2420,2,4,172.72,65.77,163.9,57.45
1457,860864,2420,2,2,160.51,56.81,163.9,57.45
1458,860864,2420,2,3,161.0,78.7,163.9,57.45
1459,271352,2420,2,2,159.98,63.02,163.9,57.45
1460,271352,2420,2,3,161.0,78.7,163.9,57.45
1461,271352,2420,2,4,172.72,69.85,163.9,57.45
1462,831020,2420,2,2,155.75,60.51,163.9,57.45
1463,831020,2420,2,3,161.0,78.7,163.9,57.45
1464,448876,2420,2,2,158.59,66.03,163.9,57.45
1465,448876,2420,2,3,161.0,78.7,163.9,57.45
1466,418802,2420,2,2,157.05,54.18,163.9,57.45
1467,418802,2420,2,3,161.0,78.7,163.9,57.45
1468,762645,2420,2,2,156.98,49.66,163.9,57.45
1469,762645,2420,2,3,161.0,78.7,163.9,57.45
1470,762645,2420,2,4,170.18,69.17,163.9,57.45
1471,431633,2420,2,2,155.98,62.45,163.9,57.45
1472,431633,2420,2,3,161.0,78.7,163.9,57.45
1473,991513,2420,2,2,155.98,58.78,163.9,57.45
1474,991513,2420,2,3,161.0,78.7,163.9,57.45
1475,794248,2420,2,2,159.27,55.48,163.9,57.45
1476,794248,2420,2,3,161.0,78.7,163.9,57.45
1477,794248,2420,2,4,167.64,65.77,163.9,57.45
1478,165231,6528,1,2,162.73,68.44,162.4,61.2
1479,165231,6528,1,3,161.0,78.7,162.4,61.2
1480,165231,6528,1,4,167.64,60.1,162.4,61.2
1481,911716,6528,1,1,154.94,56.7,162.4,61.2
1482,911716,6528,1,2,162.1,66.55,162.4,61.2
1483,911716,6528,1,3,161.0,78.7,162.4,61.2
1484,911716,6528,1,4,167.64,63.5,162.4,61.2
1485,909831,6528,1,2,162.51,71.95,162.4,61.2
1486,909831,6528,1,3,161.0,78.7,162.4,61.2
1487,909831,6528,1,4,162.56,58.74,162.4,61.2
1488,587143,6528,1,2,169.43,77.78,162.4,61.2
1489,587143,6528,1,3,161.0,78.7,162.4,61.2
1490,587143,6528,1,4,162.56,58.74,162.4,61.2
1491,339987,6528,1,2,163.08,69.72,162.4,61.2
1492,339987,6528,1,3,161.0,78.7,162.4,61.2
1493,339987,6528,1,4,165.1,60.55,162.4,61.2
1494,685410,6528,3,3,161.0,78.7,162.4,61.2
1495,685410,6528,3,4,163.83,63.5,162.4,61.2
1498,607502,6528,2,2,159.92,58.1,162.4,61.2
1499,607502,6528,2,3,161.0,78.7,162.4,61.2
1500,456561,6528,2,2,168.27,70.13,162.4,61.2
1501,456561,6528,2,3,161.0,78.7,162.4,61.2
1502,456561,6528,2,4,165.1,57.83,162.4,61.2
1503,406247,6528,2,2,156.79,61.35,162.4,61.2
1504,406247,6528,2,3,161.0,78.7,162.4,61.2
1505,486369,6528,2,2,166.3,77.28,162.4,61.2
1506,486369,6528,2,3,161.0,78.7,162.4,61.2
1507,821167,6528,2,2,162.96,70.2,162.4,61.2
1508,821167,6528,2,3,161.0,78.7,162.4,61.2
1509,821167,6528,2,4,167.64,63.5,162.4,61.2
1510,273882,6528,2,2,166.49,71.27,162.4,61.2
1511,273882,6528,2,3,161.0,78.7,162.4,61.2
1512,349927,6528,2,2,160.8,65.21,162.4,61.2
1513,349927,6528,2,3,161.0,78.7,162.4,61.2
1514,349927,6528,2,4,165.1,62.6,162.4,61.2
1515,201937,6528,2,2,162.14,66.36,162.4,61.2
1516,201937,6528,2,3,161.0,78.7,162.4,61.2
1517,936243,6528,2,2,161.74,75.14,162.4,61.2
1518,936243,6528,2,3,161.0,78.7,162.4,61.2
1519,768358,6528,2,2,160.95,62.84,162.4,61.2
1520,768358,6528,2,3,161.0,78.7,162.4,61.2
1521,368509,6528,2,2,158.67,63.22,162.4,61.2
1522,368509,6528,2,3,161.0,78.7,162.4,61.2
1523,368509,6528,2,4,167.64,66.68,162.4,61.2
1524,303622,6528,2,2,160.92,66.81,162.4,61.2
1525,303622,6528,2,3,161.0,78.7,162.4,61.2
1526,562698,6528,2,2,160.25,66.78,162.4,61.2
1527,562698,6528,2,3,161.0,78.7,162.4,61.2
1528,322299,6528,2,2,156.03,35.21,162.4,61.2
1529,322299,6528,2,3,161.0,78.7,162.4,61.2
1530,322299,6528,2,4,163.83,64.41,162.4,61.2
1531,390957,7355,1,2,162.73,68.46,161.1,66.75
1532,390957,7355,1,3,161.0,78.7,161.1,66.75
1533,390957,7355,1,4,167.64,61.23,161.1,66.75
1534,157955,7355,1,1,165.1,54.88,161.1,66.75
1535,157955,7355,1,2,162.72,68.41,161.1,66.75
1536,157955,7355,1,3,161.0,78.7,161.1,66.75
1537,157955,7355,1,4,165.1,63.5,161.1,66.75
1538,245502,7355,1,2,162.36,68.55,161.1,66.75
1539,245502,7355,1,3,161.0,78.7,161.1,66.75
1540,245502,7355,1,4,167.64,68.04,161.1,66.75
1541,342710,7355,1,2,163.05,81.04,161.1,66.75
1542,342710,7355,1,3,161.0,78.7,161.1,66.75
1543,342710,7355,1,4,172.72,68.04,161.1,66.75
1544,696855,7355,1,2,162.73,68.41,161.1,66.75
1545,696855,7355,1,3,161.0,78.7,161.1,66.75
1546,696855,7355,1,4,162.56,61.92,161.1,66.75
1547,275507,7355,3,3,161.0,78.7,161.1,66.75
1548,275507,7355,3,4,167.64,68.95,161.1,66.75
1551,646414,7355,2,2,157.97,68.87,161.1,66.75
1552,646414,7355,2,3,161.0,78.7,161.1,66.75
1553,368088,7355,2,2,157.4,63.86,161.1,66.75
1554,368088,7355,2,3,161.0,78.7,161.1,66.75
1555,368088,7355,2,4,163.83,64.64,161.1,66.75
1556,148729,7355,2,2,169.11,68.45,161.1,66.75
1557,148729,7355,2,3,161.0,78.7,161.1,66.75
1558,786970,7355,2,2,159.4,76.2,161.1,66.75
1559,786970,7355,2,3,161.0,78.7,161.1,66.75
1560,239727,7355,2,2,156.89,74.44,161.1,66.75
1561,239727,7355,2,3,161.0,78.7,161.1,66.75
1562,239727,7355,2,4,168.91,64.64,161.1,66.75
1563,682821,7355,2,2,162.62,67.45,161.1,66.75
1564,682821,7355,2,3,161.0,78.7,161.1,66.75
1565,525838,7355,2,2,159.15,69.5,161.1,66.75
1566,525838,7355,2,3,161.0,78.7,161.1,66.75
1567,525838,7355,2,4,167.64,68.04,161.1,66.75
1568,333678,7355,2,2,163.39,52.39,161.1,66.75
1569,333678,7355,2,3,161.0,78.7,161.1,66.75
1570,490999,7355,2,2,161.5,67.47,161.1,66.75
1571,490999,7355,2,3,161.0,78.7,161.1,66.75
1572,512569,7355,2,2,161.41,62.19,161.1,66.75
1573,512569,7355,2,3,161.0,78.7,161.1,66.75
1574,172434,7355,2,2,159.08,67.57,161.1,66.75
1575,172434,7355,2,3,161.0,78.7,161.1,66.75
1576,172434,7355,2,4,170.18,68.04,161.1,66.75
1577,353542,7355,2,2,157.68,65.72,161.1,66.75
1578,353542,7355,2,3,161.0,78.7,161.1,66.75
1579,562903,7355,2,2,157.09,67.74,161.1,66.75
1580,562903,7355,2,3,161.0,78.7,161.1,66.75
1581,639845,7355,2,2,157.56,65.52,161.1,66.75
1582,639845,7355,2,3,161.0,78.7,161.1,66.75
1583,639845,7355,2,4,168.91,70.53,161.1,66.75
1584,595120,9289,1,2,162.64,68.1,153.6,56.45
1585,595120,9289,1,3,161.0,78.7,153.6,56.45
1586,595120,9289,1,4,163.83,58.97,153.6,56.45
1587,902330,9289,1,2,160.36,64.62,153.6,56.45
1588,902330,9289,1,3,161.0,78.7,153.6,56.45
1589,902330,9289,1,4,162.56,58.51,153.6,56.45
1590,553319,9289,1,2,165.8,99.39,153.6,56.45
1591,553319,9289,1,3,161.0,78.7,153.6,56.45
1592,143386,9289,1,2,165.17,75.11,153.6,56.45
1593,143386,9289,1,3,161.0,78.7,153.6,56.45
1594,143386,9289,1,4,163.83,61.23,153.6,56.45
1595,537397,9289,1,1,139.7,,153.6,56.45
1596,537397,9289,1,2,163.29,68.57,153.6,56.45
1597,537397,9289,1,3,161.0,78.7,153.6,56.45
1598,537397,9289,1,4,162.56,60.1,153.6,56.45
1599,489653,9289,3,3,161.0,78.7,153.6,56.45
1600,489653,9289,3,4,165.1,65.77,153.6,56.45
1603,460394,9289,2,2,162.91,65.67,153.6,56.45
1604,460394,9289,2,3,161.0,78.7,153.6,56.45
1605,510332,9289,2,2,161.76,57.68,153.6,56.45
1606,510332,9289,2,3,161.0,78.7,153.6,56.45
1607,510332,9289,2,4,167.64,68.95,153.6,56.45
1608,145762,9289,2,2,163.24,66.32,153.6,56.45
1609,145762,9289,2,3,161.0,78.7,153.6,56.45
1610,293676,9289,2,2,167.53,75.01,153.6,56.45
1611,293676,9289,2,3,161.0,78.7,153.6,56.45
1612,707099,9289,2,2,162.94,58.57,153.6,56.45
1613,707099,9289,2,3,161.0,78.7,153.6,56.45
1614,707099,9289,2,4,162.56,60.33,153.6,56.45
1615,526128,9289,2,2,167.38,68.04,153.6,56.45
1616,526128,9289,2,3,161.0,78.7,153.6,56.45
1617,554452,9289,2,2,164.2,66.82,153.6,56.45
1618,554452,9289,2,3,161.0,78.7,153.6,56.45
1619,554452,9289,2,4,167.64,63.5,153.6,56.45
1620,511512,9289,2,2,168.81,61.26,153.6,56.45
1621,511512,9289,2,3,161.0,78.7,153.6,56.45
1622,555265,9289,2,2,162.26,67.45,153.6,56.45
1623,555265,9289,2,3,161.0,78.7,153.6,56.45
1624,873087,9289,2,2,164.35,66.99,153.6,56.45
1625,873087,9289,2,3,161.0,78.7,153.6,56.45
1626,728132,9289,2,2,166.25,64.45,153.6,56.45
1627,728132,9289,2,3,161.0,78.7,153.6,56.45
1628,728132,9289,2,4,165.1,66.68,153.6,56.45
1629,684809,9289,2,2,163.46,65.41,153.6,56.45
1630,684809,9289,2,3,161.0,78.7,153.6,56.45
1631,492127,9289,2,2,165.75,71.5,153.6,56.45
1632,492127,9289,2,3,161.0,78.7,153.6,56.45
1633,413748,9289,2,2,174.51,60.02,153.6,56.45
1634,413748,9289,2,3,161.0,78.7,153.6,56.45
1635,413748,9289,2,4,170.18,68.04,153.6,56.45
1636,374398,5077,1,2,162.6,68.33,160.0,50.1
1637,374398,5077,1,3,161.0,78.7,160.0,50.1
1638,374398,5077,1,4,165.1,58.97,160.0,50.1
1639,882756,5077,1,2,162.53,68.26,160.0,50.1
1640,882756,5077,1,3,161.0,78.7,160.0,50.1
1641,882756,5077,1,4,165.1,59.42,160.0,50.1
1642,710481,5077,1,1,162.56,49.9,160.0,50.1
1643,710481,5077,1,2,159.95,64.55,160.0,50.1
1644,710481,5077,1,3,161.0,78.7,160.0,50.1
1645,710481,5077,1,4,170.18,61.23,160.0,50.1
1646,957659,5077,1,2,162.67,77.89,160.0,50.1
1647,957659,5077,1,3,161.0,78.7,160.0,50.1
1648,957659,5077,1,4,165.1,61.23,160.0,50.1
1649,480181,5077,1,2,162.57,68.11,160.0,50.1
1650,480181,5077,1,3,161.0,78.7,160.0,50.1
1651,480181,5077,1,4,161.29,58.97,160.0,50.1
1652,270729,5077,3,3,161.0,78.7,160.0,50.1
1653,270729,5077,3,4,167.64,61.23,160.0,50.1
1656,815306,5077,2,2,155.33,54.75,160.0,50.1
1657,815306,5077,2,3,161.0,78.7,160.0,50.1
1658,239085,5077,2,2,162.1,49.46,160.0,50.1
1659,239085,5077,2,3,161.0,78.7,160.0,50.1
1660,239085,5077,2,4,170.18,58.97,160.0,50.1
1661,100593,5077,2,2,155.55,50.58,160.0,50.1
1662,100593,5077,2,3,161.0,78.7,160.0,50.1
1663,481266,5077,2,2,158.41,50.74,160.0,50.1
1664,481266,5077,2,3,161.0,78.7,160.0,50.1
1665,663455,5077,2,2,157.51,63.12,160.0,50.1
1666,663455,5077,2,3,161.0,78.7,160.0,50.1
1667,663455,5077,2,4,170.18,68.04,160.0,50.1
1668,896198,5077,2,2,157.64,51.75,160.0,50.1
1669,896198,5077,2,3,161.0,78.7,160.0,50.1
1670,999640,5077,2,2,158.15,61.27,160.0,50.1
1671,999640,5077,2,3,161.0,78.7,160.0,50.1
1672,999640,5077,2,4,167.64,66.9,160.0,50.1
1673,700636,5077,2,2,165.94,27.37,160.0,50.1
1674,700636,5077,2,3,161.0,78.7,160.0,50.1
1675,613725,5077,2,2,154.7,67.33,160.0,50.1
1676,613725,5077,2,3,161.0,78.7,160.0,50.1
1677,701546,5077,2,2,157.38,52.28,160.0,50.1
1678,701546,5077,2,3,161.0,78.7,160.0,50.1
1679,186570,5077,2,2,158.65,51.63,160.0,50.1
1680,186570,5077,2,3,161.0,78.7,160.0,50.1
1681,186570,5077,2,4,175.26,64.64,160.0,50.1
1682,679614,5077,2,2,156.12,61.69,160.0,50.1
1683,679614,5077,2,3,161.0,78.7,160.0,50.1
1684,195723,5077,2,2,156.43,57.88,160.0,50.1
1685,195723,5077,2,3,161.0,78.7,160.0,50.1
1686,348967,5077,2,2,157.33,53.63,160.0,50.1
1687,348967,5077,2,3,161.0,78.7,160.0,50.1
1688,348967,5077,2,4,170.18,63.5,160.0,50.1
1689,183560,3912,1,2,162.73,68.44,164.1,51.2
1690,183560,3912,1,3,161.0,78.7,164.1,51.2
1691,183560,3912,1,4,162.56,63.5,164.1,51.2
1692,248585,3912,1,2,162.72,68.36,164.1,51.2
1693,248585,3912,1,3,161.0,78.7,164.1,51.2
1694,248585,3912,1,4,165.1,58.97,164.1,51.2
1695,523337,3912,1,2,164.0,82.29,164.1,51.2
1696,523337,3912,1,3,161.0,78.7,164.1,51.2
1697,523337,3912,1,4,162.56,61.23,164.1,51.2
1698,745327,3912,1,2,158.59,68.1,164.1,51.2
1699,745327,3912,1,3,161.0,78.7,164.1,51.2
1700,745327,3912,1,4,165.1,61.23,164.1,51.2
1701,300713,3912,1,1,152.4,49.9,164.1,51.2
1702,300713,3912,1,2,160.51,68.7,164.1,51.2
1703,300713,3912,1,3,161.0,78.7,164.1,51.2
1704,300713,3912,1,4,160.02,55.57,164.1,51.2
1705,284917,3912,3,3,161.0,78.7,164.1,51.2
1706,284917,3912,3,4,167.64,63.5,164.1,51.2
1709,570682,3912,2,2,166.86,56.94,164.1,51.2
1710,570682,3912,2,3,161.0,78.7,164.1,51.2
1711,613629,3912,2,2,173.68,67.89,164.1,51.2
1712,613629,3912,2,3,161.0,78.7,164.1,51.2
1713,613629,3912,2,4,167.64,61.23,164.1,51.2
1714,650473,3912,2,2,174.21,68.84,164.1,51.2
1715,650473,3912,2,3,161.0,78.7,164.1,51.2
1716,887716,3912,2,2,171.54,63.75,164.1,51.2
1717,887716,3912,2,3,161.0,78.7,164.1,51.2
1718,149161,3912,2,2,164.15,65.76,164.1,51.2
1719,149161,3912,2,3,161.0,78.7,164.1,51.2
1720,149161,3912,2,4,165.1,57.15,164.1,51.2
1721,196577,3912,2,2,178.54,73.08,164.1,51.2
1722,196577,3912,2,3,161.0,78.7,164.1,51.2
1723,815276,3912,2,2,179.49,84.12,164.1,51.2
1724,815276,3912,2,3,161.0,78.7,164.1,51.2
1725,815276,3912,2,4,168.91,66.68,164.1,51.2
1726,205326,3912,2,2,169.19,54.89,164.1,51.2
1727,205326,3912,2,3,161.0,78.7,164.1,51.2
1728,233171,3912,2,2,164.01,71.19,164.1,51.2
1729,233171,3912,2,3,161.0,78.7,164.1,51.2
1730,559079,3912,2,2,163.04,61.2,164.1,51.2
1731,559079,3912,2,3,161.0,78.7,164.1,51.2
1732,941249,3912,2,2,162.13,60.97,164.1,51.2
1733,941249,3912,2,3,161.0,78.7,164.1,51.2
1734,941249,3912,2,4,165.1,60.33,164.1,51.2
1735,466425,3912,2,2,169.93,70.34,164.1,51.2
1736,466425,3912,2,3,161.0,78.7,164.1,51.2
1737,526855,3912,2,2,176.63,65.88,164.1,51.2
1738,526855,3912,2,3,161.0,78.7,164.1,51.2
1739,735039,3912,2,2,162.09,61.1,164.1,51.2
1740,735039,3912,2,3,161.0,78.7,164.1,51.2
1741,735039,3912,2,4,167.64,58.97,164.1,51.2
1742,565716,5052,1,2,162.16,67.02,166.5,64.7
1743,565716,5052,1,3,161.0,78.7,166.5,64.7
1744,565716,5052,1,4,165.1,57.83,166.5,64.7
1745,904865,5052,1,1,165.1,54.43,166.5,64.7
1746,904865,5052,1,2,162.14,67.47,166.5,64.7
1747,904865,5052,1,3,161.0,78.7,166.5,64.7
1748,904865,5052,1,4,168.91,65.77,166.5,64.7
1749,440801,5052,1,2,158.31,67.61,166.5,64.7
1750,440801,5052,1,3,161.0,78.7,166.5,64.7
1751,440801,5052,1,4,170.18,63.5,166.5,64.7
1752,509408,5052,1,2,164.87,72.59,166.5,64.7
1753,509408,5052,1,3,161.0,78.7,166.5,64.7
1754,509408,5052,1,4,162.56,62.6,166.5,64.7
1755,348949,5052,1,2,160.05,62.98,166.5,64.7
1756,348949,5052,1,3,161.0,78.7,166.5,64.7
1757,348949,5052,1,4,170.18,58.97,166.5,64.7
1758,841055,5052,3,3,161.0,78.7,166.5,64.7
1759,841055,5052,3,4,167.64,63.5,166.5,64.7
1762,424046,5052,2,2,159.15,57.3,166.5,64.7
1763,424046,5052,2,3,161.0,78.7,166.5,64.7
1764,515124,5052,2,2,161.39,66.95,166.5,64.7
1765,515124,5052,2,3,161.0,78.7,166.5,64.7
1766,207911,5052,2,2,157.06,56.52,166.5,64.7
1767,207911,5052,2,3,161.0,78.7,166.5,64.7
