,image,image_participant_id,setting,group,estimated_height_cm,estimated_weight_kg,height_cm,weight_kg
2267,575812,4196,1,4,161.29,61.23,159.7,44.15
2268,852198,4196,1,2,161.64,70.2,159.7,44.15
2269,852198,4196,1,3,161.0,78.7,159.7,44.15
2270,852198,4196,1,4,160.02,58.97,159.7,44.15
2271,747736,4196,1,2,163.8,74.5,159.7,44.15
2272,747736,4196,1,3,161.0,78.7,159.7,44.15
2273,747736,4196,1,4,162.56,55.57,159.7,44.15
2274,186623,4196,1,2,162.39,68.07,159.7,44.15
2275,186623,4196,1,3,161.0,78.7,159.7,44.15
2276,186623,4196,1,4,161.29,57.83,159.7,44.15
2277,105832,4196,3,3,161.0,78.7,159.7,44.15
2278,105832,4196,3,4,171.45,67.13,159.7,44.15
2281,359005,4196,2,2,177.34,64.75,159.7,44.15
2282,359005,4196,2,3,161.0,78.7,159.7,44.15
2283,932459,4196,2,2,166.02,76.99,159.7,44.15
2284,932459,4196,2,3,161.0,78.7,159.7,44.15
2285,932459,4196,2,4,165.1,54.43,159.7,44.15
2286,771201,4196,2,2,170.64,50.0,159.7,44.15
2287,771201,4196,2,3,161.0,78.7,159.7,44.15
2288,383246,4196,2,2,178.74,70.14,159.7,44.15
2289,383246,4196,2,3,161.0,78.7,159.7,44.15
2290,655494,4196,2,2,171.46,52.81,159.7,44.15
2291,655494,4196,2,3,161.0,78.7,159.7,44.15
2292,655494,4196,2,4,172.72,63.5,159.7,44.15
2293,107787,4196,2,2,181.03,58.26,159.7,44.15
2294,107787,4196,2,3,161.0,78.7,159.7,44.15
2295,375079,4196,2,2,178.73,72.14,159.7,44.15
2296,375079,4196,2,3,161.0,78.7,159.7,44.15
2297,375079,4196,2,4,167.64,60.78,159.7,44.15
2298,517620,4196,2,2,168.36,53.61,159.7,44.15
2299,517620,4196,2,3,161.0,78.7,159.7,44.15
2300,691012,4196,2,2,165.9,61.85,159.7,44.15
2301,691012,4196,2,3,161.0,78.7,159.7,44.15
2302,834833,4196,2,2,170.31,62.52,159.7,44.15
2303,834833,4196,2,3,161.0,78.7,159.7,44.15
2304,809060,4196,2,2,163.54,54.85,159.7,44.15
2305,809060,4196,2,3,161.0,78.7,159.7,44.15
2306,809060,4196,2,4,168.91,55.79,159.7,44.15
2307,923749,4196,2,2,175.81,64.31,159.7,44.15
2308,923749,4196,2,3,161.0,78.7,159.7,44.15
2309,951053,4196,2,2,168.02,53.0,159.7,44.15
2310,951053,4196,2,3,161.0,78.7,159.7,44.15
2311,121076,4196,2,2,169.47,43.41,159.7,44.15
2312,121076,4196,2,3,161.0,78.7,159.7,44.15
2313,121076,4196,2,4,175.26,63.5,159.7,44.15
2314,399563,7782,1,2,162.51,67.91,161.0,65.25
2315,399563,7782,1,3,161.0,78.7,161.0,65.25
2316,399563,7782,1,4,170.18,61.23,161.0,65.25
2317,265178,7782,1,2,162.5,67.62,161.0,65.25
2318,265178,7782,1,3,161.0,78.7,161.0,65.25
2319,499673,7782,1,2,161.67,69.52,161.0,65.25
2320,499673,7782,1,3,161.0,78.7,161.0,65.25
2321,499673,7782,1,4,168.91,66.9,161.0,65.25
2322,880902,7782,1,1,162.56,62.6,161.0,65.25
2323,880902,7782,1,2,165.33,77.35,161.0,65.25
2324,880902,7782,1,3,161.0,78.7,161.0,65.25
2325,880902,7782,1,4,167.64,68.04,161.0,65.25
2326,181533,7782,1,2,163.05,69.55,161.0,65.25
2327,181533,7782,1,3,161.0,78.7,161.0,65.25
2328,181533,7782,1,4,165.1,62.37,161.0,65.25
2329,779586,7782,3,3,161.0,78.7,161.0,65.25
2330,779586,7782,3,4,167.64,65.77,161.0,65.25
2333,269843,7782,2,2,151.97,70.46,161.0,65.25
2334,269843,7782,2,3,161.0,78.7,161.0,65.25
2335,113823,7782,2,2,167.97,56.6,161.0,65.25
2336,113823,7782,2,3,161.0,78.7,161.0,65.25
2337,113823,7782,2,4,170.18,68.04,161.0,65.25
2338,912829,7782,2,2,154.82,75.4,161.0,65.25
2339,912829,7782,2,3,161.0,78.7,161.0,65.25
2340,793814,7782,2,2,152.47,74.13,161.0,65.25
2341,793814,7782,2,3,161.0,78.7,161.0,65.25
2342,467463,7782,2,2,150.54,76.5,161.0,65.25
2343,467463,7782,2,3,161.0,78.7,161.0,65.25
2344,467463,7782,2,4,167.64,60.1,161.0,65.25
2345,235432,7782,2,2,159.56,71.56,161.0,65.25
2346,235432,7782,2,3,161.0,78.7,161.0,65.25
2347,573834,7782,2,2,160.99,72.2,161.0,65.25
2348,573834,7782,2,3,161.0,78.7,161.0,65.25
2349,573834,7782,2,4,165.1,68.04,161.0,65.25
2350,292809,7782,2,2,161.75,67.55,161.0,65.25
2351,292809,7782,2,3,161.0,78.7,161.0,65.25
2352,946346,7782,2,2,156.77,67.36,161.0,65.25
2353,946346,7782,2,3,161.0,78.7,161.0,65.25
2354,689576,7782,2,2,157.02,60.68,161.0,65.25
2355,689576,7782,2,3,161.0,78.7,161.0,65.25
2356,119427,7782,2,2,154.5,60.34,161.0,65.25
2357,119427,7782,2,3,161.0,78.7,161.0,65.25
2358,119427,7782,2,4,162.56,63.5,161.0,65.25
2359,667004,7782,2,2,159.57,65.6,161.0,65.25
2360,667004,7782,2,3,161.0,78.7,161.0,65.25
2361,174763,7782,2,2,158.27,70.95,161.0,65.25
2362,174763,7782,2,3,161.0,78.7,161.0,65.25
2363,119922,7782,2,2,147.53,70.37,161.0,65.25
2364,119922,7782,2,3,161.0,78.7,161.0,65.25
2365,119922,7782,2,4,163.83,68.04,161.0,65.25
2366,407662,7942,1,2,169.48,74.64,179.8,62.65
2367,407662,7942,1,3,175.0,90.8,179.8,62.65
2368,407662,7942,1,4,175.26,70.31,179.8,62.65
2369,870575,7942,1,2,174.98,80.61,179.8,62.65
2370,870575,7942,1,3,175.0,90.8,179.8,62.65
2371,870575,7942,1,4,179.07,69.4,179.8,62.65
2372,109852,7942,1,2,168.82,77.54,179.8,62.65
2373,109852,7942,1,3,175.0,90.8,179.8,62.65
2374,109852,7942,1,4,177.8,72.57,179.8,62.65
2375,315327,7942,1,3,175.0,90.8,179.8,62.65
2376,315327,7942,1,4,186.69,71.67,179.8,62.65
2377,142470,7942,1,1,162.56,65.77,179.8,62.65
2378,142470,7942,1,2,175.34,81.18,179.8,62.65
2379,142470,7942,1,3,175.0,90.8,179.8,62.65
2380,142470,7942,1,4,175.26,70.31,179.8,62.65
2381,426963,7942,3,3,175.0,90.8,179.8,62.65
2382,426963,7942,3,4,180.34,69.17,179.8,62.65
2385,184519,7942,2,2,167.7,59.58,179.8,62.65
2386,184519,7942,2,3,175.0,90.8,179.8,62.65
2387,264284,7942,2,2,169.31,77.9,179.8,62.65
2388,264284,7942,2,3,175.0,90.8,179.8,62.65
2389,264284,7942,2,4,173.99,70.53,179.8,62.65
2390,583229,7942,2,2,164.35,67.9,179.8,62.65
2391,583229,7942,2,3,175.0,90.8,179.8,62.65
2392,198555,7942,2,2,156.59,90.77,179.8,62.65
2393,198555,7942,2,3,175.0,90.8,179.8,62.65
2394,363489,7942,2,2,176.08,74.38,179.8,62.65
2395,363489,7942,2,3,175.0,90.8,179.8,62.65
2396,363489,7942,2,4,185.42,77.11,179.8,62.65
2397,655431,7942,2,2,172.62,60.6,179.8,62.65
2398,655431,7942,2,3,175.0,90.8,179.8,62.65
2399,807753,7942,2,2,175.46,66.83,179.8,62.65
2400,807753,7942,2,3,175.0,90.8,179.8,62.65
2401,807753,7942,2,4,185.42,69.17,179.8,62.65
2402,392205,7942,2,2,166.21,68.24,179.8,62.65
2403,392205,7942,2,3,175.0,90.8,179.8,62.65
2404,967355,7942,2,2,166.94,61.77,179.8,62.65
2405,967355,7942,2,3,175.0,90.8,179.8,62.65
2406,906126,7942,2,2,169.35,75.63,179.8,62.65
2407,906126,7942,2,3,175.0,90.8,179.8,62.65
2408,941849,7942,2,2,157.38,74.02,179.8,62.65
2409,941849,7942,2,3,175.0,90.8,179.8,62.65
2410,941849,7942,2,4,185.42,74.84,179.8,62.65
2411,296733,7942,2,2,170.6,67.13,179.8,62.65
2412,296733,7942,2,3,175.0,90.8,179.8,62.65
2413,950906,7942,2,2,168.8,69.58,179.8,62.65
2414,950906,7942,2,3,175.0,90.8,179.8,62.65
2415,649838,7942,2,2,165.29,71.24,179.8,62.65
2416,649838,7942,2,3,175.0,90.8,179.8,62.65
2417,649838,7942,2,4,185.42,74.84,179.8,62.65
2418,618298,5721,1,2,175.14,81.19,179.0,92.8
2419,618298,5721,1,3,175.0,90.8,179.0,92.8
2420,618298,5721,1,4,184.15,77.11,179.0,92.8
2421,530364,5721,1,2,175.35,81.18,179.0,92.8
2422,530364,5721,1,3,175.0,90.8,179.0,92.8
2423,530364,5721,1,4,180.34,79.38,179.0,92.8
2424,808012,5721,1,2,174.55,77.7,179.0,92.8
2425,808012,5721,1,3,175.0,90.8,179.0,92.8
2426,808012,5721,1,4,181.61,72.57,179.0,92.8
2427,480973,5721,1,2,169.88,85.85,179.0,92.8
2428,480973,5721,1,3,175.0,90.8,179.0,92.8
2429,480973,5721,1,4,181.61,75.98,179.0,92.8
2430,925635,5721,1,1,167.64,86.18,179.0,92.8
2431,925635,5721,1,2,174.33,80.03,179.0,92.8
2432,925635,5721,1,3,175.0,90.8,179.0,92.8
2433,925635,5721,1,4,184.15,79.38,179.0,92.8
2434,226828,5721,3,3,175.0,90.8,179.0,92.8
2435,226828,5721,3,4,182.88,75.98,179.0,92.8
2438,382962,5721,2,2,169.42,75.49,179.0,92.8
2439,382962,5721,2,3,175.0,90.8,179.0,92.8
2440,357305,5721,2,2,169.71,75.84,179.0,92.8
2441,357305,5721,2,3,175.0,90.8,179.0,92.8
2442,357305,5721,2,4,184.15,83.69,179.0,92.8
2443,385197,5721,2,2,170.99,71.04,179.0,92.8
2444,385197,5721,2,3,175.0,90.8,179.0,92.8
2445,206949,5721,2,2,165.12,71.43,179.0,92.8
2446,206949,5721,2,3,175.0,90.8,179.0,92.8
2447,221599,5721,2,2,169.51,80.61,179.0,92.8
2448,221599,5721,2,3,175.0,90.8,179.0,92.8
2449,221599,5721,2,4,181.61,77.11,179.0,92.8
2450,480115,5721,2,2,173.01,78.58,179.0,92.8
2451,480115,5721,2,3,175.0,90.8,179.0,92.8
2452,292825,5721,2,2,170.48,74.28,179.0,92.8
2453,292825,5721,2,3,175.0,90.8,179.0,92.8
2454,292825,5721,2,4,185.42,81.65,179.0,92.8
2455,947958,5721,2,2,170.51,72.42,179.0,92.8
2456,947958,5721,2,3,175.0,90.8,179.0,92.8
2457,871832,5721,2,2,166.74,83.96,179.0,92.8
2458,871832,5721,2,3,175.0,90.8,179.0,92.8
2459,730304,5721,2,2,167.37,72.72,179.0,92.8
2460,730304,5721,2,3,175.0,90.8,179.0,92.8
2461,750987,5721,2,2,166.86,73.61,179.0,92.8
2462,750987,5721,2,3,175.0,90.8,179.0,92.8
2463,750987,5721,2,4,182.88,77.11,179.0,92.8
2464,460256,5721,2,2,166.02,76.66,179.0,92.8
2465,460256,5721,2,3,175.0,90.8,179.0,92.8
2466,884512,5721,2,2,168.42,78.01,179.0,92.8
2467,884512,5721,2,3,175.0,90.8,179.0,92.8
2468,519657,5721,2,2,167.26,74.93,179.0,92.8
2469,519657,5721,2,3,175.0,90.8,179.0,92.8
2470,519657,5721,2,4,182.88,81.65,179.0,92.8
2471,809704,8062,1,2,162.62,68.4,164.0,53.7
2472,809704,8062,1,3,161.0,78.7,164.0,53.7
2473,809704,8062,1,4,167.64,56.7,164.0,53.7
2474,700105,8062,1,2,160.61,63.82,164.0,53.7
2475,700105,8062,1,3,161.0,78.7,164.0,53.7
2476,700105,8062,1,4,162.56,58.06,164.0,53.7
2477,750652,8062,1,2,161.72,65.65,164.0,53.7
2478,750652,8062,1,3,161.0,78.7,164.0,53.7
2479,750652,8062,1,4,165.1,60.1,164.0,53.7
2480,443012,8062,1,2,162.97,70.02,164.0,53.7
2481,443012,8062,1,3,161.0,78.7,164.0,53.7
2482,443012,8062,1,4,166.37,58.97,164.0,53.7
2483,146973,8062,1,2,163.22,60.5,164.0,53.7
2484,146973,8062,1,3,161.0,78.7,164.0,53.7
2485,146973,8062,1,4,161.29,57.83,164.0,53.7
2486,671419,8062,3,3,161.0,78.7,164.0,53.7
2487,671419,8062,3,4,167.64,63.5,164.0,53.7
2490,356733,8062,2,2,156.42,50.11,164.0,53.7
2491,356733,8062,2,3,161.0,78.7,164.0,53.7
2492,630878,8062,2,2,165.88,52.2,164.0,53.7
2493,630878,8062,2,3,161.0,78.7,164.0,53.7
2494,630878,8062,2,4,170.18,63.5,164.0,53.7
2495,901715,8062,2,2,166.5,66.78,164.0,53.7
2496,901715,8062,2,3,161.0,78.7,164.0,53.7
2497,450013,8062,2,2,167.16,57.17,164.0,53.7
2498,450013,8062,2,3,161.0,78.7,164.0,53.7
2499,265171,8062,2,2,168.0,66.24,164.0,53.7
2500,265171,8062,2,3,161.0,78.7,164.0,53.7
2501,265171,8062,2,4,167.64,65.77,164.0,53.7
2502,133440,8062,2,2,167.23,58.61,164.0,53.7
2503,133440,8062,2,3,161.0,78.7,164.0,53.7
2504,989809,8062,2,2,167.94,64.54,164.0,53.7
2505,989809,8062,2,3,161.0,78.7,164.0,53.7
2506,989809,8062,2,4,162.56,57.83,164.0,53.7
2507,297935,8062,2,2,158.33,58.36,164.0,53.7
2508,297935,8062,2,3,161.0,78.7,164.0,53.7
2509,664627,8062,2,2,161.28,61.89,164.0,53.7
2510,664627,8062,2,3,161.0,78.7,164.0,53.7
2511,655280,8062,2,2,160.7,55.31,164.0,53.7
2512,655280,8062,2,3,161.0,78.7,164.0,53.7
2513,666438,8062,2,2,160.35,62.3,164.0,53.7
2514,666438,8062,2,3,161.0,78.7,164.0,53.7
2515,666438,8062,2,4,165.1,59.42,164.0,53.7
2516,234107,8062,2,2,163.83,59.51,164.0,53.7
2517,234107,8062,2,3,161.0,78.7,164.0,53.7
2518,280040,8062,2,2,166.26,61.65,164.0,53.7
2519,280040,8062,2,3,161.0,78.7,164.0,53.7
2520,198007,8062,2,2,156.99,51.5,164.0,53.7
2521,198007,8062,2,3,161.0,78.7,164.0,53.7
2522,198007,8062,2,4,167.64,63.5,164.0,53.7
2523,576876,8395,1,2,162.5,67.69,161.9,76.75
2524,576876,8395,1,3,161.0,78.7,161.9,76.75
2525,576876,8395,1,4,162.56,63.5,161.9,76.75
2526,256909,8395,1,2,162.36,67.59,161.9,76.75
2527,256909,8395,1,3,161.0,78.7,161.9,76.75
2528,256909,8395,1,4,170.18,70.53,161.9,76.75
2529,273492,8395,1,2,162.17,71.4,161.9,76.75
2530,273492,8395,1,3,161.0,78.7,161.9,76.75
2531,273492,8395,1,4,165.1,65.77,161.9,76.75
2532,813077,8395,1,2,163.97,74.65,161.9,76.75
2533,813077,8395,1,3,161.0,78.7,161.9,76.75
2534,813077,8395,1,4,163.83,66.9,161.9,76.75
2535,119071,8395,1,1,165.1,,161.9,76.75
2536,119071,8395,1,2,163.14,70.49,161.9,76.75
2537,119071,8395,1,3,161.0,78.7,161.9,76.75
2538,119071,8395,1,4,165.1,69.17,161.9,76.75
2539,216222,8395,3,3,161.0,78.7,161.9,76.75
2540,216222,8395,3,4,167.64,72.57,161.9,76.75
2543,638645,8395,2,2,156.51,72.02,161.9,76.75
2544,638645,8395,2,3,161.0,78.7,161.9,76.75
2545,180804,8395,2,2,161.35,76.16,161.9,76.75
2546,180804,8395,2,3,161.0,78.7,161.9,76.75
2547,180804,8395,2,4,167.64,68.04,161.9,76.75
2548,960277,8395,2,2,153.3,76.83,161.9,76.75
2549,960277,8395,2,3,161.0,78.7,161.9,76.75
2550,571077,8395,2,2,155.19,84.46,161.9,76.75
2551,571077,8395,2,3,161.0,78.7,161.9,76.75
2552,520122,8395,2,2,156.27,73.65,161.9,76.75
2553,520122,8395,2,3,161.0,78.7,161.9,76.75
2554,520122,8395,2,4,167.64,72.57,161.9,76.75
2555,443855,8395,2,2,155.97,74.26,161.9,76.75
2556,443855,8395,2,3,161.0,78.7,161.9,76.75
2557,887803,8395,2,2,159.87,75.74,161.9,76.75
2558,887803,8395,2,3,161.0,78.7,161.9,76.75
2559,887803,8395,2,4,167.64,73.71,161.9,76.75
2560,896820,8395,2,2,158.42,61.26,161.9,76.75
2561,896820,8395,2,3,161.0,78.7,161.9,76.75
2562,181914,8395,2,2,159.4,73.61,161.9,76.75
2563,181914,8395,2,3,161.0,78.7,161.9,76.75
2564,581783,8395,2,2,155.98,58.39,161.9,76.75
2565,581783,8395,2,3,161.0,78.7,161.9,76.75
2566,738941,8395,2,2,156.62,75.25,161.9,76.75
2567,738941,8395,2,3,161.0,78.7,161.9,76.75
2568,738941,8395,2,4,167.64,72.57,161.9,76.75
2569,385728,8395,2,2,158.81,63.06,161.9,76.75
2570,385728,8395,2,3,161.0,78.7,161.9,76.75
2571,261091,8395,2,2,160.17,70.68,161.9,76.75
2572,261091,8395,2,3,161.0,78.7,161.9,76.75
2573,315470,8395,2,2,152.89,77.24,161.9,76.75
2574,315470,8395,2,3,161.0,78.7,161.9,76.75
2575,315470,8395,2,4,165.1,70.31,161.9,76.75
2576,438491,3643,1,2,162.57,68.37,151.6,59.95
2577,438491,3643,1,3,161.0,78.7,151.6,59.95
2578,438491,3643,1,4,162.56,61.23,151.6,59.95
2579,844157,3643,1,2,162.73,68.43,151.6,59.95
2580,844157,3643,1,3,161.0,78.7,151.6,59.95
2581,735979,3643,1,2,166.54,72.01,151.6,59.95
2582,735979,3643,1,3,161.0,78.7,151.6,59.95
2583,735979,3643,1,4,162.56,60.1,151.6,59.95
2584,452939,3643,1,2,163.67,73.35,151.6,59.95
2585,452939,3643,1,3,161.0,78.7,151.6,59.95
2586,452939,3643,1,4,161.29,62.37,151.6,59.95
2587,672763,3643,1,1,147.32,49.9,151.6,59.95
2588,672763,3643,1,2,162.81,68.43,151.6,59.95
2589,672763,3643,1,3,161.0,78.7,151.6,59.95
2590,672763,3643,1,4,162.56,58.97,151.6,59.95
2591,610139,3643,3,3,161.0,78.7,151.6,59.95
2592,610139,3643,3,4,162.56,67.59,151.6,59.95
2595,559906,3643,2,2,155.73,68.51,151.6,59.95
2596,559906,3643,2,3,161.0,78.7,151.6,59.95
2597,133291,3643,2,2,167.03,76.55,151.6,59.95
2598,133291,3643,2,3,161.0,78.7,151.6,59.95
2599,133291,3643,2,4,167.64,63.5,151.6,59.95
2600,628085,3643,2,2,163.71,73.66,151.6,59.95
2601,628085,3643,2,3,161.0,78.7,151.6,59.95
2602,612641,3643,2,2,159.13,82.12,151.6,59.95
2603,612641,3643,2,3,161.0,78.7,151.6,59.95
2604,522101,3643,2,2,163.12,72.04,151.6,59.95
2605,522101,3643,2,3,161.0,78.7,151.6,59.95
2606,522101,3643,2,4,167.64,58.97,151.6,59.95
2607,579519,3643,2,2,169.33,85.66,151.6,59.95
2608,579519,3643,2,3,161.0,78.7,151.6,59.95
2609,957201,3643,2,2,168.07,84.35,151.6,59.95
2610,957201,3643,2,3,161.0,78.7,151.6,59.95
2611,957201,3643,2,4,162.56,70.31,151.6,59.95
2612,381797,3643,2,2,161.4,66.3,151.6,59.95
2613,381797,3643,2,3,161.0,78.7,151.6,59.95
2614,883163,3643,2,2,162.36,69.92,151.6,59.95
2615,883163,3643,2,3,161.0,78.7,151.6,59.95
2616,204257,3643,2,2,163.79,66.82,151.6,59.95
2617,204257,3643,2,3,161.0,78.7,151.6,59.95
2618,201462,3643,2,2,151.49,68.89,151.6,59.95
2619,201462,3643,2,3,161.0,78.7,151.6,59.95
2620,201462,3643,2,4,166.37,68.04,151.6,59.95
2621,417044,3643,2,2,167.68,72.97,151.6,59.95
2622,417044,3643,2,3,161.0,78.7,151.6,59.95
2623,109570,3643,2,2,167.39,74.07,151.6,59.95
2624,109570,3643,2,3,161.0,78.7,151.6,59.95
2625,963394,3643,2,2,159.31,68.77,151.6,59.95
2626,963394,3643,2,3,161.0,78.7,151.6,59.95
2627,963394,3643,2,4,165.1,66.9,151.6,59.95
2628,614502,4821,1,2,162.67,68.44,173.5,67.7
2629,614502,4821,1,3,161.0,78.7,173.5,67.7
2630,614502,4821,1,4,177.8,71.67,173.5,67.7
2631,403034,4821,1,2,162.53,68.23,173.5,67.7
2632,403034,4821,1,3,161.0,78.7,173.5,67.7
2633,403034,4821,1,4,176.53,65.54,173.5,67.7
2634,277803,4821,1,2,162.89,68.82,173.5,67.7
2635,277803,4821,1,3,161.0,78.7,173.5,67.7
2636,277803,4821,1,4,175.26,72.57,173.5,67.7
2637,142878,4821,1,2,167.14,76.77,173.5,67.7
2638,142878,4821,1,3,161.0,78.7,173.5,67.7
2639,142878,4821,1,4,172.72,72.57,173.5,67.7
2640,410593,4821,1,2,164.63,72.39,173.5,67.7
2641,410593,4821,1,3,161.0,78.7,173.5,67.7
2642,410593,4821,1,4,172.72,68.49,173.5,67.7
2643,924411,4821,3,3,161.0,78.7,173.5,67.7
2644,924411,4821,3,4,172.72,68.04,173.5,67.7
2647,284456,4821,2,2,158.57,62.19,173.5,67.7
2648,284456,4821,2,3,161.0,78.7,173.5,67.7
2649,116123,4821,2,2,157.51,68.99,173.5,67.7
2650,116123,4821,2,3,161.0,78.7,173.5,67.7
2651,116123,4821,2,4,175.26,68.04,173.5,67.7
2652,502581,4821,2,2,159.09,60.94,173.5,67.7
2653,502581,4821,2,3,161.0,78.7,173.5,67.7
2654,287726,4821,2,2,160.98,65.94,173.5,67.7
2655,287726,4821,2,3,161.0,78.7,173.5,67.7
2656,431893,4821,2,2,152.65,66.8,173.5,67.7
2657,431893,4821,2,3,161.0,78.7,173.5,67.7
2658,431893,4821,2,4,175.26,70.53,173.5,67.7
2659,435294,4821,2,2,159.42,61.77,173.5,67.7
2660,435294,4821,2,3,161.0,78.7,173.5,67.7
2661,777046,4821,2,2,161.76,66.69,173.5,67.7
2662,777046,4821,2,3,161.0,78.7,173.5,67.7
2663,777046,4821,2,4,172.72,63.5,173.5,67.7
2664,757362,4821,2,2,158.92,56.23,173.5,67.7
2665,757362,4821,2,3,161.0,78.7,173.5,67.7
2666,518239,4821,2,2,155.65,64.03,173.5,67.7
2667,518239,4821,2,3,161.0,78.7,173.5,67.7
2668,276109,4821,2,2,162.14,67.43,173.5,67.7
2669,276109,4821,2,3,161.0,78.7,173.5,67.7
2670,428336,4821,2,2,159.32,61.26,173.5,67.7
2671,428336,4821,2,3,161.0,78.7,173.5,67.7
2672,428336,4821,2,4,177.8,76.4,173.5,67.7
2673,591558,4821,2,2,160.66,66.08,173.5,67.7
2674,591558,4821,2,3,161.0,78.7,173.5,67.7
2675,802480,4821,2,2,155.44,60.85,173.5,67.7
2676,802480,4821,2,3,161.0,78.7,173.5,67.7
2677,227686,4821,2,2,156.61,58.82,173.5,67.7
2678,227686,4821,2,3,161.0,78.7,173.5,67.7
2679,227686,4821,2,4,175.26,69.85,173.5,67.7
2680,788819,5998,1,2,162.73,68.46,157.3,60.15
2681,788819,5998,1,3,161.0,78.7,157.3,60.15
2682,788819,5998,1,4,161.29,55.11,157.3,60.15
2683,710968,5998,1,2,162.19,68.48,157.3,60.15
2684,710968,5998,1,3,161.0,78.7,157.3,60.15
2685,710968,5998,1,4,161.29,55.34,157.3,60.15
2686,437301,5998,1,3,161.0,78.7,157.3,60.15
2687,437301,5998,1,4,162.56,60.78,157.3,60.15
2688,113747,5998,1,3,161.0,78.7,157.3,60.15
2689,113747,5998,1,4,162.56,63.5,157.3,60.15
2690,437046,5998,1,1,147.32,45.36,157.3,60.15
2691,437046,5998,1,2,163.04,69.01,157.3,60.15
2692,437046,5998,1,3,161.0,78.7,157.3,60.15
2693,437046,5998,1,4,160.02,57.83,157.3,60.15
2694,850346,5998,3,3,161.0,78.7,157.3,60.15
2695,850346,5998,3,4,162.56,65.32,157.3,60.15
2698,385199,5998,2,2,154.81,66.43,157.3,60.15
2699,385199,5998,2,3,161.0,78.7,157.3,60.15
2700,383774,5998,2,2,148.23,64.91,157.3,60.15
2701,383774,5998,2,3,161.0,78.7,157.3,60.15
2702,383774,5998,2,4,162.56,60.33,157.3,60.15
2703,557353,5998,2,2,158.21,75.0,157.3,60.15
2704,557353,5998,2,3,161.0,78.7,157.3,60.15
2705,829446,5998,2,2,164.06,78.53,157.3,60.15
2706,829446,5998,2,3,161.0,78.7,157.3,60.15
2707,343288,5998,2,2,159.07,64.75,157.3,60.15
2708,343288,5998,2,3,161.0,78.7,157.3,60.15
2709,343288,5998,2,4,165.1,65.77,157.3,60.15
2710,138152,5998,2,2,164.61,70.79,157.3,60.15
2711,138152,5998,2,3,161.0,78.7,157.3,60.15
2712,185924,5998,2,2,164.51,74.79,157.3,60.15
2713,185924,5998,2,3,161.0,78.7,157.3,60.15
2714,185924,5998,2,4,165.1,66.45,157.3,60.15
2715,805631,5998,2,2,164.64,56.84,157.3,60.15
2716,805631,5998,2,3,161.0,78.7,157.3,60.15
2717,157664,5998,2,2,161.45,75.63,157.3,60.15
2718,157664,5998,2,3,161.0,78.7,157.3,60.15
2719,678675,5998,2,2,163.07,65.7,157.3,60.15
2720,678675,5998,2,3,161.0,78.7,157.3,60.15
2721,288403,5998,2,2,161.87,67.97,157.3,60.15
2722,288403,5998,2,3,161.0,78.7,157.3,60.15
2723,288403,5998,2,4,166.37,61.23,157.3,60.15
2724,882402,5998,2,2,167.35,72.72,157.3,60.15
2725,882402,5998,2,3,161.0,78.7,157.3,60.15
2726,977856,5998,2,2,162.93,69.42,157.3,60.15
2727,977856,5998,2,3,161.0,78.7,157.3,60.15
2728,397555,5998,2,2,157.33,63.15,157.3,60.15
2729,397555,5998,2,3,161.0,78.7,157.3,60.15
2730,397555,5998,2,4,167.64,60.33,157.3,60.15
2731,137301,5254,1,2,174.88,80.64,166.0,79.9
2732,137301,5254,1,3,175.0,90.8,166.0,79.9
2733,137301,5254,1,4,173.99,76.43,166.0,79.9
2734,594119,5254,1,2,174.35,80.34,166.0,79.9
2735,594119,5254,1,3,175.0,90.8,166.0,79.9
2736,594119,5254,1,4,167.64,75.3,166.0,79.9
2737,361156,5254,1,2,162.89,81.08,166.0,79.9
2738,361156,5254,1,3,175.0,90.8,166.0,79.9
2739,361156,5254,1,4,171.45,81.65,166.0,79.9
2740,260337,5254,1,2,165.73,80.47,166.0,79.9
2741,260337,5254,1,3,175.0,90.8,166.0,79.9
2742,260337,5254,1,4,173.99,73.71,166.0,79.9
2743,739640,5254,1,1,166.37,77.11,166.0,79.9
2744,739640,5254,1,2,175.04,81.67,166.0,79.9
2745,739640,5254,1,3,175.0,90.8,166.0,79.9
2746,739640,5254,1,4,168.28,77.11,166.0,79.9
2747,730190,5254,3,3,175.0,90.8,166.0,79.9
2748,730190,5254,3,4,170.18,73.71,166.0,79.9
2751,450131,5254,2,2,156.1,74.72,166.0,79.9
2752,450131,5254,2,3,175.0,90.8,166.0,79.9
2753,559581,5254,2,2,163.47,78.03,166.0,79.9
2754,559581,5254,2,3,175.0,90.8,166.0,79.9
2755,559581,5254,2,4,172.72,72.57,166.0,79.9
2756,896689,5254,2,2,166.09,75.72,166.0,79.9
2757,896689,5254,2,3,175.0,90.8,166.0,79.9
2758,908468,5254,2,2,163.96,79.4,166.0,79.9
2759,908468,5254,2,3,175.0,90.8,166.0,79.9
2760,164232,5254,2,2,161.55,86.11,166.0,79.9
2761,164232,5254,2,3,175.0,90.8,166.0,79.9
2762,164232,5254,2,4,175.26,76.43,166.0,79.9
2763,232904,5254,2,2,165.93,77.58,166.0,79.9
2764,232904,5254,2,3,175.0,90.8,166.0,79.9
2765,342510,5254,2,2,164.13,75.6,166.0,79.9
2766,342510,5254,2,3,175.0,90.8,166.0,79.9
2767,342510,5254,2,4,173.99,81.65,166.0,79.9
