,image,image_participant_id,setting,mturk_participant_id,estimated_height_cm,actual_height_cm,estimated_weight_kg,actual_weight_kg
0,756776,8580,1,3,172.72,167.0,74.84,78.55
1,756776,8580,1,10,172.72,167.0,95.25,78.55
2,756776,8580,1,11,165.1,167.0,72.57,78.55
3,756776,8580,1,29,182.88,167.0,81.65,78.55
4,756776,8580,1,43,185.42,167.0,56.7,78.55
5,756776,8580,1,55,167.64,167.0,61.23,78.55
6,756776,8580,1,62,165.1,167.0,72.57,78.55
7,756776,8580,1,75,162.56,167.0,67.13,78.55
8,756776,8580,1,76,172.72,167.0,74.84,78.55
9,756776,8580,1,85,162.56,167.0,48.99,78.55
10,756776,8580,1,95,182.88,167.0,88.45,78.55
11,756776,8580,1,96,172.72,167.0,72.57,78.55
12,756776,8580,1,115,175.26,167.0,66.68,78.55
13,756776,8580,1,122,172.72,167.0,72.57,78.55
14,756776,8580,1,134,157.48,167.0,72.57,78.55
15,756776,8580,1,139,182.88,167.0,68.04,78.55
16,756776,8580,1,154,167.64,167.0,68.04,78.55
17,756776,8580,1,158,172.72,167.0,67.59,78.55
18,756776,8580,1,172,187.96,167.0,36.29,78.55
19,756776,8580,1,176,195.58,167.0,58.97,78.55
20,756776,8580,1,186,177.8,167.0,77.11,78.55
21,756776,8580,1,192,170.18,167.0,72.57,78.55
22,756776,8580,1,197,177.8,167.0,90.72,78.55
23,756776,8580,1,202,172.72,167.0,72.57,78.55
24,756776,8580,1,218,177.8,167.0,70.76,78.55
25,756776,8580,1,220,162.56,167.0,54.43,78.55
26,756776,8580,1,230,180.34,167.0,31.75,78.55
27,756776,8580,1,234,185.42,167.0,77.56,78.55
28,394055,5783,1,3,160.02,157.6,49.9,61.3
29,394055,5783,1,10,162.56,157.6,47.63,61.3
30,394055,5783,1,11,167.64,157.6,58.97,61.3
31,394055,5783,1,29,142.24,157.6,72.57,61.3
32,394055,5783,1,43,154.94,157.6,56.7,61.3
33,394055,5783,1,55,172.72,157.6,63.5,61.3
34,394055,5783,1,62,162.56,157.6,63.5,61.3
35,394055,5783,1,75,160.02,157.6,63.5,61.3
36,394055,5783,1,76,165.1,157.6,54.43,61.3
37,394055,5783,1,85,193.04,157.6,59.87,61.3
38,394055,5783,1,95,172.72,157.6,73.48,61.3
39,394055,5783,1,96,142.24,157.6,54.43,61.3
40,394055,5783,1,115,165.1,157.6,52.62,61.3
41,394055,5783,1,122,167.64,157.6,65.77,61.3
42,394055,5783,1,134,157.48,157.6,61.23,61.3
43,394055,5783,1,139,152.4,157.6,54.43,61.3
44,394055,5783,1,154,165.1,157.6,65.77,61.3
45,394055,5783,1,158,160.02,157.6,63.05,61.3
46,394055,5783,1,172,187.96,157.6,29.48,61.3
47,394055,5783,1,176,195.58,157.6,54.43,61.3
48,394055,5783,1,186,175.26,157.6,77.11,61.3
49,394055,5783,1,192,165.1,157.6,58.97,61.3
50,394055,5783,1,197,162.56,157.6,54.43,61.3
51,394055,5783,1,202,170.18,157.6,77.11,61.3
52,394055,5783,1,218,167.64,157.6,54.43,61.3
53,394055,5783,1,220,162.56,157.6,58.97,61.3
54,394055,5783,1,230,180.34,157.6,29.48,61.3
55,394055,5783,1,234,160.02,157.6,52.16,61.3
56,644076,6107,1,3,165.1,164.0,54.43,55.45
57,644076,6107,1,10,165.1,164.0,63.5,55.45
58,644076,6107,1,11,170.18,164.0,63.5,55.45
59,644076,6107,1,29,172.72,164.0,54.43,55.45
60,644076,6107,1,43,185.42,164.0,70.31,55.45
61,644076,6107,1,55,167.64,164.0,61.23,55.45
62,644076,6107,1,62,162.56,164.0,63.5,55.45
63,644076,6107,1,75,162.56,164.0,61.23,55.45
64,644076,6107,1,76,167.64,164.0,54.43,55.45
65,644076,6107,1,85,162.56,164.0,50.8,55.45
66,644076,6107,1,95,172.72,164.0,85.73,55.45
67,644076,6107,1,96,154.94,164.0,63.5,55.45
68,644076,6107,1,115,167.64,164.0,57.61,55.45
69,644076,6107,1,122,160.02,164.0,58.97,55.45
70,644076,6107,1,134,154.94,164.0,61.23,55.45
71,644076,6107,1,139,152.4,164.0,54.43,55.45
72,644076,6107,1,154,167.64,164.0,65.77,55.45
73,644076,6107,1,158,172.72,164.0,65.77,55.45
74,644076,6107,1,172,175.26,164.0,30.39,55.45
75,644076,6107,1,176,228.6,164.0,54.43,55.45
76,644076,6107,1,186,175.26,164.0,74.84,55.45
77,644076,6107,1,192,160.02,164.0,54.43,55.45
78,644076,6107,1,197,165.1,164.0,70.31,55.45
79,644076,6107,1,202,170.18,164.0,74.84,55.45
80,644076,6107,1,218,152.4,164.0,49.9,55.45
81,644076,6107,1,220,167.64,164.0,68.04,55.45
82,644076,6107,1,230,180.34,164.0,29.48,55.45
83,644076,6107,1,234,162.56,164.0,54.43,55.45
84,660591,9329,1,3,165.1,157.9,54.43,55.45
85,660591,9329,1,10,162.56,157.9,58.97,55.45
86,660591,9329,1,11,162.56,157.9,56.7,55.45
87,660591,9329,1,29,172.72,157.9,65.77,55.45
88,660591,9329,1,43,154.94,157.9,56.7,55.45
89,660591,9329,1,55,160.02,157.9,65.77,55.45
90,660591,9329,1,62,165.1,157.9,65.77,55.45
91,660591,9329,1,75,160.02,157.9,62.6,55.45
92,660591,9329,1,76,172.72,157.9,60.33,55.45
93,660591,9329,1,85,160.02,157.9,55.34,55.45
94,660591,9329,1,95,167.64,157.9,77.11,55.45
95,660591,9329,1,96,144.78,157.9,58.97,55.45
96,660591,9329,1,115,170.18,157.9,61.69,55.45
97,660591,9329,1,122,165.1,157.9,65.77,55.45
98,660591,9329,1,134,127.0,157.9,63.5,55.45
99,660591,9329,1,139,152.4,157.9,54.43,55.45
100,660591,9329,1,154,170.18,157.9,68.04,55.45
101,660591,9329,1,158,160.02,157.9,62.6,55.45
102,660591,9329,1,172,187.96,157.9,30.39,55.45
103,660591,9329,1,176,195.58,157.9,63.5,55.45
104,660591,9329,1,186,167.64,157.9,76.2,55.45
105,660591,9329,1,192,167.64,157.9,54.43,55.45
106,660591,9329,1,197,165.1,157.9,49.9,55.45
107,660591,9329,1,202,172.72,157.9,72.57,55.45
108,660591,9329,1,218,160.02,157.9,54.43,55.45
109,660591,9329,1,220,162.56,157.9,58.97,55.45
110,660591,9329,1,230,180.34,157.9,29.48,55.45
111,660591,9329,1,234,160.02,157.9,54.43,55.45
112,779475,5969,1,3,162.56,175.0,63.5,75.0
113,779475,5969,1,10,162.56,175.0,86.18,75.0
114,779475,5969,1,11,165.1,175.0,61.23,75.0
115,779475,5969,1,29,172.72,175.0,79.38,75.0
116,779475,5969,1,43,154.94,175.0,56.7,75.0
117,779475,5969,1,55,170.18,175.0,65.77,75.0
118,779475,5969,1,62,165.1,175.0,65.77,75.0
119,779475,5969,1,75,190.5,175.0,78.02,75.0
120,779475,5969,1,76,167.64,175.0,72.57,75.0
121,779475,5969,1,85,193.04,175.0,55.34,75.0
122,779475,5969,1,95,172.72,175.0,83.91,75.0
123,779475,5969,1,96,149.86,175.0,61.23,75.0
124,779475,5969,1,115,162.56,175.0,54.88,75.0
125,779475,5969,1,122,162.56,175.0,68.04,75.0
126,779475,5969,1,134,157.48,175.0,70.31,75.0
127,779475,5969,1,139,167.64,175.0,58.97,75.0
128,779475,5969,1,154,152.4,175.0,63.5,75.0
129,779475,5969,1,158,170.18,175.0,65.77,75.0
130,779475,5969,1,172,175.26,175.0,34.02,75.0
131,779475,5969,1,176,226.06,175.0,54.43,75.0
132,779475,5969,1,186,162.56,175.0,72.57,75.0
133,779475,5969,1,192,167.64,175.0,58.97,75.0
134,779475,5969,1,197,167.64,175.0,63.5,75.0
135,779475,5969,1,202,170.18,175.0,70.31,75.0
136,779475,5969,1,218,167.64,175.0,65.77,75.0
137,779475,5969,1,220,162.56,175.0,58.97,75.0
138,779475,5969,1,230,180.34,175.0,29.48,75.0
139,779475,5969,1,234,175.26,175.0,70.31,75.0
140,594131,1758,1,3,160.02,158.5,49.9,52.35
141,594131,1758,1,10,142.24,158.5,49.9,52.35
142,594131,1758,1,11,167.64,158.5,54.43,52.35
143,594131,1758,1,29,157.48,158.5,54.43,52.35
144,594131,1758,1,43,154.94,158.5,56.7,52.35
145,594131,1758,1,55,167.64,158.5,58.97,52.35
146,594131,1758,1,62,162.56,158.5,63.5,52.35
147,594131,1758,1,75,160.02,158.5,61.23,52.35
148,594131,1758,1,76,167.64,158.5,54.43,52.35
149,594131,1758,1,85,162.56,158.5,50.35,52.35
150,594131,1758,1,95,160.02,158.5,72.12,52.35
151,594131,1758,1,96,142.24,158.5,54.43,52.35
152,594131,1758,1,115,157.48,158.5,52.62,52.35
153,594131,1758,1,122,160.02,158.5,61.23,52.35
154,594131,1758,1,134,149.86,158.5,65.77,52.35
155,594131,1758,1,139,152.4,158.5,54.43,52.35
156,594131,1758,1,154,165.1,158.5,63.5,52.35
157,594131,1758,1,158,160.02,158.5,63.96,52.35
158,594131,1758,1,172,172.72,158.5,30.39,52.35
159,594131,1758,1,176,193.04,158.5,54.43,52.35
160,594131,1758,1,186,160.02,158.5,72.57,52.35
161,594131,1758,1,192,162.56,158.5,58.97,52.35
162,594131,1758,1,197,172.72,158.5,74.84,52.35
163,594131,1758,1,202,170.18,158.5,70.31,52.35
164,594131,1758,1,218,154.94,158.5,54.43,52.35
165,594131,1758,1,220,165.1,158.5,54.43,52.35
166,594131,1758,1,230,180.34,158.5,29.48,52.35
167,594131,1758,1,234,160.02,158.5,56.7,52.35
168,834924,3539,1,3,165.1,170.9,58.97,61.3
169,834924,3539,1,10,165.1,170.9,52.16,61.3
170,834924,3539,1,11,170.18,170.9,58.97,61.3
171,834924,3539,1,29,195.58,170.9,69.85,61.3
172,834924,3539,1,43,157.48,170.9,68.95,61.3
173,834924,3539,1,55,170.18,170.9,63.5,61.3
174,834924,3539,1,62,167.64,170.9,65.77,61.3
175,834924,3539,1,75,167.64,170.9,61.69,61.3
176,834924,3539,1,76,170.18,170.9,56.7,61.3
177,834924,3539,1,85,162.56,170.9,59.42,61.3
178,834924,3539,1,95,172.72,170.9,77.11,61.3
179,834924,3539,1,96,157.48,170.9,68.04,61.3
180,834924,3539,1,115,175.26,170.9,59.87,61.3
181,834924,3539,1,122,180.34,170.9,74.84,61.3
182,834924,3539,1,134,185.42,170.9,65.77,61.3
183,834924,3539,1,139,152.4,170.9,54.43,61.3
184,834924,3539,1,154,177.8,170.9,68.04,61.3
185,834924,3539,1,158,157.48,170.9,59.42,61.3
186,834924,3539,1,172,187.96,170.9,29.48,61.3
187,834924,3539,1,176,226.06,170.9,49.9,61.3
188,834924,3539,1,186,170.18,170.9,76.2,61.3
189,834924,3539,1,192,172.72,170.9,54.43,61.3
190,834924,3539,1,197,172.72,170.9,63.5,61.3
191,834924,3539,1,202,170.18,170.9,74.84,61.3
192,834924,3539,1,218,172.72,170.9,65.77,61.3
193,834924,3539,1,220,165.1,170.9,68.04,61.3
194,834924,3539,1,230,180.34,170.9,29.48,61.3
195,834924,3539,1,234,170.18,170.9,58.97,61.3
196,459497,2089,1,3,180.34,177.6,74.84,75.4
197,459497,2089,1,10,185.42,177.6,90.72,75.4
198,459497,2089,1,11,172.72,177.6,63.5,75.4
199,459497,2089,1,29,182.88,177.6,72.57,75.4
200,459497,2089,1,43,154.94,177.6,56.7,75.4
201,459497,2089,1,55,170.18,177.6,61.23,75.4
202,459497,2089,1,62,170.18,177.6,68.04,75.4
203,459497,2089,1,75,198.12,177.6,87.09,75.4
204,459497,2089,1,76,175.26,177.6,70.31,75.4
205,459497,2089,1,85,129.54,177.6,54.88,75.4
206,459497,2089,1,95,182.88,177.6,84.82,75.4
207,459497,2089,1,96,180.34,177.6,63.5,75.4
208,459497,2089,1,115,182.88,177.6,76.2,75.4
209,459497,2089,1,122,175.26,177.6,72.57,75.4
210,459497,2089,1,134,180.34,177.6,74.84,75.4
211,459497,2089,1,139,182.88,177.6,63.5,75.4
212,459497,2089,1,154,170.18,177.6,68.04,75.4
213,459497,2089,1,158,185.42,177.6,69.4,75.4
214,459497,2089,1,172,190.5,177.6,36.29,75.4
215,459497,2089,1,176,193.04,177.6,58.97,75.4
216,459497,2089,1,186,185.42,177.6,76.2,75.4
217,459497,2089,1,192,193.04,177.6,68.04,75.4
218,459497,2089,1,197,175.26,177.6,65.77,75.4
219,459497,2089,1,202,172.72,177.6,70.31,75.4
220,459497,2089,1,218,185.42,177.6,68.04,75.4
221,459497,2089,1,220,165.1,177.6,68.04,75.4
222,459497,2089,1,230,180.34,177.6,29.48,75.4
223,459497,2089,1,234,182.88,177.6,70.31,75.4
224,252109,7489,1,3,177.8,181.9,76.2,76.25
225,252109,7489,1,10,187.96,181.9,81.65,76.25
226,252109,7489,1,11,172.72,181.9,70.31,76.25
227,252109,7489,1,29,182.88,181.9,68.04,76.25
228,252109,7489,1,43,154.94,181.9,56.7,76.25
229,252109,7489,1,55,172.72,181.9,68.04,76.25
230,252109,7489,1,62,167.64,181.9,68.04,76.25
231,252109,7489,1,75,185.42,181.9,88.9,76.25
232,252109,7489,1,76,180.34,181.9,78.02,76.25
233,252109,7489,1,85,162.56,181.9,51.26,76.25
234,252109,7489,1,95,185.42,181.9,79.38,76.25
235,252109,7489,1,96,185.42,181.9,72.57,76.25
236,252109,7489,1,115,185.42,181.9,77.56,76.25
237,252109,7489,1,122,182.88,181.9,79.38,76.25
238,252109,7489,1,134,157.48,181.9,63.5,76.25
239,252109,7489,1,139,182.88,181.9,63.5,76.25
240,252109,7489,1,154,187.96,181.9,81.65,76.25
241,252109,7489,1,158,182.88,181.9,67.59,76.25
242,252109,7489,1,172,190.5,181.9,36.29,76.25
243,252109,7489,1,176,195.58,181.9,68.04,76.25
244,252109,7489,1,186,185.42,181.9,77.11,76.25
245,252109,7489,1,192,190.5,181.9,72.57,76.25
246,252109,7489,1,197,180.34,181.9,86.18,76.25
247,252109,7489,1,202,170.18,181.9,70.31,76.25
248,252109,7489,1,218,187.96,181.9,65.77,76.25
249,252109,7489,1,220,165.1,181.9,68.04,76.25
250,252109,7489,1,230,180.34,181.9,29.48,76.25
251,252109,7489,1,234,187.96,181.9,81.65,76.25
252,806508,8845,1,3,180.34,178.6,77.11,76.75
253,806508,8845,1,10,180.34,178.6,77.11,76.75
254,806508,8845,1,11,175.26,178.6,68.04,76.75
255,806508,8845,1,29,182.88,178.6,81.65,76.75
256,806508,8845,1,43,154.94,178.6,56.7,76.75
257,806508,8845,1,55,175.26,178.6,68.04,76.75
258,806508,8845,1,62,167.64,178.6,68.04,76.75
259,806508,8845,1,75,198.12,178.6,82.55,76.75
260,806508,8845,1,76,177.8,178.6,88.45,76.75
261,806508,8845,1,85,162.56,178.6,51.26,76.75
262,806508,8845,1,95,185.42,178.6,77.11,76.75
263,806508,8845,1,96,177.8,178.6,63.5,76.75
264,806508,8845,1,115,180.34,178.6,67.59,76.75
265,806508,8845,1,122,177.8,178.6,74.84,76.75
266,806508,8845,1,134,187.96,178.6,77.11,76.75
267,806508,8845,1,139,152.4,178.6,54.43,76.75
268,806508,8845,1,154,175.26,178.6,77.11,76.75
269,806508,8845,1,158,182.88,178.6,71.21,76.75
270,806508,8845,1,172,187.96,178.6,34.02,76.75
271,806508,8845,1,176,162.56,178.6,54.43,76.75
272,806508,8845,1,186,185.42,178.6,78.47,76.75
273,806508,8845,1,192,187.96,178.6,58.97,76.75
274,806508,8845,1,197,175.26,178.6,72.57,76.75
275,806508,8845,1,202,175.26,178.6,72.57,76.75
276,806508,8845,1,218,180.34,178.6,61.23,76.75
277,806508,8845,1,220,162.56,178.6,58.97,76.75
278,806508,8845,1,230,180.34,178.6,29.48,76.75
279,806508,8845,1,234,182.88,178.6,76.2,76.75
280,305073,1324,1,3,170.18,173.5,68.04,69.35
281,305073,1324,1,10,182.88,173.5,90.72,69.35
282,305073,1324,1,11,172.72,173.5,65.77,69.35
283,305073,1324,1,29,167.64,173.5,61.23,69.35
284,305073,1324,1,43,154.94,173.5,56.7,69.35
285,305073,1324,1,55,167.64,173.5,63.5,69.35
286,305073,1324,1,62,167.64,173.5,65.77,69.35
287,305073,1324,1,75,190.5,173.5,78.02,69.35
288,305073,1324,1,76,177.8,173.5,79.38,69.35
289,305073,1324,1,85,162.56,173.5,60.33,69.35
290,305073,1324,1,95,182.88,173.5,85.73,69.35
291,305073,1324,1,96,175.26,173.5,63.5,69.35
292,305073,1324,1,115,172.72,173.5,63.5,69.35
293,305073,1324,1,122,180.34,173.5,77.11,69.35
294,305073,1324,1,134,157.48,173.5,65.77,69.35
295,305073,1324,1,139,152.4,173.5,54.43,69.35
296,305073,1324,1,154,165.1,173.5,65.77,69.35
297,305073,1324,1,158,182.88,173.5,68.49,69.35
298,305073,1324,1,172,187.96,173.5,36.29,69.35
299,305073,1324,1,176,132.08,173.5,49.9,69.35
300,305073,1324,1,186,165.1,173.5,76.66,69.35
301,305073,1324,1,192,187.96,173.5,63.5,69.35
302,305073,1324,1,197,172.72,173.5,72.57,69.35
303,305073,1324,1,202,167.64,173.5,77.56,69.35
304,305073,1324,1,218,180.34,173.5,63.5,69.35
305,305073,1324,1,220,165.1,173.5,58.97,69.35
306,305073,1324,1,230,180.34,173.5,29.48,69.35
307,305073,1324,1,234,182.88,173.5,79.38,69.35
308,169665,7579,1,3,180.34,192.5,76.2,87.55
309,169665,7579,1,10,182.88,192.5,81.65,87.55
310,169665,7579,1,11,177.8,192.5,70.31,87.55
311,169665,7579,1,29,175.26,192.5,68.04,87.55
312,169665,7579,1,43,154.94,192.5,56.7,87.55
313,169665,7579,1,55,180.34,192.5,63.5,87.55
314,169665,7579,1,62,167.64,192.5,70.31,87.55
315,169665,7579,1,75,200.66,192.5,89.81,87.55
316,169665,7579,1,76,187.96,192.5,95.25,87.55
317,169665,7579,1,85,162.56,192.5,51.26,87.55
318,169665,7579,1,95,187.96,192.5,78.02,87.55
319,169665,7579,1,96,190.5,192.5,77.11,87.55
320,169665,7579,1,115,190.5,192.5,78.93,87.55
321,169665,7579,1,122,187.96,192.5,81.65,87.55
322,169665,7579,1,134,185.42,192.5,70.31,87.55
323,169665,7579,1,139,182.88,192.5,63.5,87.55
324,169665,7579,1,154,185.42,192.5,79.38,87.55
325,169665,7579,1,158,175.26,192.5,65.77,87.55
326,169665,7579,1,172,187.96,192.5,27.22,87.55
327,169665,7579,1,176,228.6,192.5,63.5,87.55
328,169665,7579,1,186,175.26,192.5,77.11,87.55
329,169665,7579,1,192,190.5,192.5,68.04,87.55
330,169665,7579,1,197,190.5,192.5,86.18,87.55
331,169665,7579,1,202,170.18,192.5,72.57,87.55
332,169665,7579,1,218,180.34,192.5,65.77,87.55
333,169665,7579,1,220,167.64,192.5,68.04,87.55
334,169665,7579,1,230,180.34,192.5,29.48,87.55
335,169665,7579,1,234,187.96,192.5,79.38,87.55
336,532846,5741,1,3,162.56,167.0,54.43,79.0
337,532846,5741,1,10,160.02,167.0,72.57,79.0
338,532846,5741,1,11,165.1,167.0,63.5,79.0
339,532846,5741,1,29,167.64,167.0,63.5,79.0
340,532846,5741,1,43,193.04,167.0,56.7,79.0
341,532846,5741,1,55,165.1,167.0,63.5,79.0
342,532846,5741,1,62,167.64,167.0,68.04,79.0
343,532846,5741,1,75,172.72,167.0,63.5,79.0
344,532846,5741,1,76,165.1,167.0,63.5,79.0
345,532846,5741,1,85,160.02,167.0,50.35,79.0
346,532846,5741,1,95,162.56,167.0,81.65,79.0
347,532846,5741,1,96,144.78,167.0,63.5,79.0
348,532846,5741,1,115,167.64,167.0,57.61,79.0
349,532846,5741,1,122,175.26,167.0,74.84,79.0
350,532846,5741,1,134,154.94,167.0,65.77,79.0
351,532846,5741,1,139,152.4,167.0,63.5,79.0
352,532846,5741,1,154,167.64,167.0,77.11,79.0
353,532846,5741,1,158,157.48,167.0,58.97,79.0
354,532846,5741,1,172,170.18,167.0,33.11,79.0
355,532846,5741,1,176,226.06,167.0,58.97,79.0
356,532846,5741,1,186,167.64,167.0,77.11,79.0
357,532846,5741,1,192,190.5,167.0,58.97,79.0
358,532846,5741,1,197,167.64,167.0,65.77,79.0
359,532846,5741,1,202,172.72,167.0,74.84,79.0
360,532846,5741,1,218,162.56,167.0,58.97,79.0
361,532846,5741,1,220,162.56,167.0,68.04,79.0
362,532846,5741,1,230,180.34,167.0,29.48,79.0
363,532846,5741,1,234,160.02,167.0,64.86,79.0
364,312515,1964,1,3,154.94,153.0,47.63,48.5
365,312515,1964,1,10,170.18,153.0,54.43,48.5
366,312515,1964,1,11,170.18,153.0,61.23,48.5
367,312515,1964,1,29,157.48,153.0,56.7,48.5
368,312515,1964,1,43,154.94,153.0,56.7,48.5
369,312515,1964,1,55,170.18,153.0,61.23,48.5
370,312515,1964,1,62,165.1,153.0,63.5,48.5
371,312515,1964,1,75,157.48,153.0,59.87,48.5
372,312515,1964,1,76,157.48,153.0,52.16,48.5
373,312515,1964,1,85,193.04,153.0,55.79,48.5
374,312515,1964,1,95,157.48,153.0,70.76,48.5
375,312515,1964,1,96,142.24,153.0,54.43,48.5
376,312515,1964,1,115,154.94,153.0,50.8,48.5
377,312515,1964,1,122,160.02,153.0,58.97,48.5
378,312515,1964,1,134,127.0,153.0,61.23,48.5
379,312515,1964,1,139,152.4,153.0,49.9,48.5
380,312515,1964,1,154,165.1,153.0,61.23,48.5
381,312515,1964,1,158,157.48,153.0,58.97,48.5
382,312515,1964,1,172,170.18,153.0,30.39,48.5
383,312515,1964,1,176,195.58,153.0,58.97,48.5
384,312515,1964,1,186,170.18,153.0,72.57,48.5
385,312515,1964,1,192,160.02,153.0,54.43,48.5
386,312515,1964,1,197,162.56,153.0,54.43,48.5
387,312515,1964,1,202,172.72,153.0,75.75,48.5
388,312515,1964,1,218,154.94,153.0,47.63,48.5
389,312515,1964,1,220,165.1,153.0,68.04,48.5
390,312515,1964,1,230,180.34,153.0,29.48,48.5
391,312515,1964,1,234,165.1,153.0,52.16,48.5
392,765865,4636,1,3,152.4,156.4,44.91,49.0
393,765865,4636,1,10,152.4,156.4,63.5,49.0
394,765865,4636,1,11,160.02,156.4,54.43,49.0
395,765865,4636,1,29,142.24,156.4,40.82,49.0
396,765865,4636,1,43,193.04,156.4,56.7,49.0
397,765865,4636,1,55,165.1,156.4,58.97,49.0
398,765865,4636,1,62,162.56,156.4,63.5,49.0
399,765865,4636,1,75,154.94,156.4,63.5,49.0
400,765865,4636,1,76,157.48,156.4,58.97,49.0
401,765865,4636,1,85,160.02,156.4,54.88,49.0
402,765865,4636,1,95,160.02,156.4,68.04,49.0
403,765865,4636,1,96,142.24,156.4,54.43,49.0
404,765865,4636,1,115,154.94,156.4,49.9,49.0
405,765865,4636,1,122,160.02,156.4,58.97,49.0
406,765865,4636,1,134,157.48,156.4,61.23,49.0
407,765865,4636,1,139,152.4,156.4,54.43,49.0
408,765865,4636,1,154,149.86,156.4,45.36,49.0
409,765865,4636,1,158,165.1,156.4,61.23,49.0
410,765865,4636,1,172,170.18,156.4,26.31,49.0
411,765865,4636,1,176,195.58,156.4,58.51,49.0
412,765865,4636,1,186,175.26,156.4,77.11,49.0
413,765865,4636,1,192,165.1,156.4,49.9,49.0
414,765865,4636,1,197,149.86,156.4,38.56,49.0
415,765865,4636,1,202,167.64,156.4,70.31,49.0
416,765865,4636,1,218,162.56,156.4,56.7,49.0
417,765865,4636,1,220,132.08,156.4,49.9,49.0
418,765865,4636,1,230,180.34,156.4,34.02,49.0
419,765865,4636,1,234,152.4,156.4,47.63,49.0
420,763397,9525,1,3,172.72,171.0,70.76,66.65
421,763397,9525,1,10,170.18,171.0,68.04,66.65
422,763397,9525,1,11,167.64,171.0,63.5,66.65
423,763397,9525,1,29,172.72,171.0,68.04,66.65
424,763397,9525,1,43,154.94,171.0,56.7,66.65
425,763397,9525,1,55,165.1,171.0,58.97,66.65
426,763397,9525,1,62,165.1,171.0,65.77,66.65
427,763397,9525,1,75,187.96,171.0,80.74,66.65
428,763397,9525,1,76,175.26,171.0,68.04,66.65
429,763397,9525,1,85,190.5,171.0,59.87,66.65
430,763397,9525,1,95,175.26,171.0,79.38,66.65
431,763397,9525,1,96,157.48,171.0,58.97,66.65
432,763397,9525,1,115,170.18,171.0,62.14,66.65
433,763397,9525,1,122,165.1,171.0,68.04,66.65
434,763397,9525,1,134,157.48,171.0,63.5,66.65
435,763397,9525,1,139,182.88,171.0,63.5,66.65
436,763397,9525,1,154,172.72,171.0,70.31,66.65
437,763397,9525,1,158,165.1,171.0,63.05,66.65
438,763397,9525,1,172,167.64,171.0,28.12,66.65
439,763397,9525,1,176,134.62,171.0,54.43,66.65
440,763397,9525,1,186,172.72,171.0,72.57,66.65
441,763397,9525,1,192,167.64,171.0,63.5,66.65
442,763397,9525,1,197,172.72,171.0,72.57,66.65
443,763397,9525,1,202,175.26,171.0,77.11,66.65
444,763397,9525,1,218,172.72,171.0,63.5,66.65
445,763397,9525,1,220,165.1,171.0,58.97,66.65
446,763397,9525,1,230,180.34,171.0,29.48,66.65
447,763397,9525,1,234,175.26,171.0,70.31,66.65
448,562581,9792,1,3,182.88,189.4,74.84,87.3
449,562581,9792,1,10,190.5,189.4,81.65,87.3
450,562581,9792,1,11,172.72,189.4,68.04,87.3
451,562581,9792,1,29,187.96,189.4,77.11,87.3
452,562581,9792,1,43,193.04,189.4,56.7,87.3
453,562581,9792,1,55,170.18,189.4,65.77,87.3
454,562581,9792,1,62,170.18,189.4,68.04,87.3
455,562581,9792,1,75,195.58,189.4,85.73,87.3
456,562581,9792,1,76,187.96,189.4,86.18,87.3
457,562581,9792,1,85,162.56,189.4,55.34,87.3
458,562581,9792,1,95,185.42,189.4,78.02,87.3
459,562581,9792,1,96,187.96,189.4,68.04,87.3
460,562581,9792,1,115,175.26,189.4,68.95,87.3
461,562581,9792,1,122,185.42,189.4,79.38,87.3
462,562581,9792,1,134,180.34,189.4,68.04,87.3
463,562581,9792,1,139,152.4,189.4,58.97,87.3
464,562581,9792,1,154,182.88,189.4,77.11,87.3
465,562581,9792,1,158,182.88,189.4,67.59,87.3
466,562581,9792,1,172,205.74,189.4,38.1,87.3
467,562581,9792,1,176,195.58,189.4,58.97,87.3
468,562581,9792,1,186,185.42,189.4,77.11,87.3
469,562581,9792,1,192,167.64,189.4,63.5,87.3
470,562581,9792,1,197,185.42,189.4,99.79,87.3
471,562581,9792,1,202,172.72,189.4,75.75,87.3
472,562581,9792,1,218,182.88,189.4,65.77,87.3
473,562581,9792,1,220,165.1,189.4,58.97,87.3
474,562581,9792,1,230,180.34,189.4,31.75,87.3
475,562581,9792,1,234,187.96,189.4,72.57,87.3
476,389726,6902,1,3,182.88,187.5,77.11,89.15
477,389726,6902,1,10,182.88,187.5,81.65,89.15
478,389726,6902,1,11,170.18,187.5,68.04,89.15
479,389726,6902,1,29,167.64,187.5,63.5,89.15
480,389726,6902,1,43,154.94,187.5,70.31,89.15
481,389726,6902,1,55,177.8,187.5,68.04,89.15
482,389726,6902,1,62,170.18,187.5,68.04,89.15
483,389726,6902,1,75,190.5,187.5,67.13,89.15
484,389726,6902,1,76,182.88,187.5,90.72,89.15
485,389726,6902,1,85,193.04,187.5,50.35,89.15
486,389726,6902,1,95,185.42,187.5,83.91,89.15
487,389726,6902,1,96,180.34,187.5,72.57,89.15
488,389726,6902,1,115,182.88,187.5,75.75,89.15
489,389726,6902,1,122,182.88,187.5,81.65,89.15
490,389726,6902,1,134,180.34,187.5,77.11,89.15
491,389726,6902,1,139,182.88,187.5,68.04,89.15
492,389726,6902,1,154,185.42,187.5,81.65,89.15
493,389726,6902,1,158,182.88,187.5,69.4,89.15
494,389726,6902,1,172,195.58,187.5,36.29,89.15
495,389726,6902,1,176,195.58,187.5,54.43,89.15
496,389726,6902,1,186,172.72,187.5,77.11,89.15
